[/bin/bash] 1102717############################################
[/bin/bash] ## Starting Python Python 3.8.3
[/bin/bash] ## Training using algorithm ppo from framework CleanRL
[/bin/bash] ## On environment CartPole-v1 with 100000 timesteps
[/bin/bash] ## This is repetition 3/3
[/bin/bash] ## This is s2989344 on node007 and this job has the ID 3933235
[/bin/bash] ##############################################
[/bin/bash] ## current working directory: /home/s2989344/Documents/MSc/CleanRL
[/bin/bash] ## current python version: Python 3.8.3
[/bin/bash] ## python from path: /home/s2989344/.conda/envs/CleanRL/bin/python
[/bin/bash] ## list of packages: # packages in environment at /home/s2989344/.conda/envs/CleanRL: # # Name Version Build Channel _libgcc_mutex 0.1 main _openmp_mutex 5.1 1_gnu absl-py 1.4.0 pypi_0 pypi ale-py 0.8.1 pypi_0 pypi appdirs 1.4.4 pypi_0 pypi autorom 0.4.2 pypi_0 pypi autorom-accept-rom-license 0.6.1 pypi_0 pypi ca-certificates 2025.2.25 h06a4308_0 cachetools 5.3.0 pypi_0 pypi certifi 2023.5.7 pypi_0 pypi charset-normalizer 3.1.0 pypi_0 pypi click 8.1.3 pypi_0 pypi cloudpickle 2.2.1 pypi_0 pypi colorama 0.4.4 pypi_0 pypi commonmark 0.9.1 pypi_0 pypi cycler 0.11.0 pypi_0 pypi decorator 4.4.2 pypi_0 pypi docker-pycreds 0.4.0 pypi_0 pypi docstring-parser 0.15 pypi_0 pypi farama-notifications 0.0.4 pypi_0 pypi filelock 3.12.0 pypi_0 pypi fonttools 4.38.0 pypi_0 pypi gitdb 4.0.10 pypi_0 pypi gitpython 3.1.31 pypi_0 pypi glfw 1.12.0 pypi_0 pypi google-auth 2.18.0 pypi_0 pypi google-auth-oauthlib 0.4.6 pypi_0 pypi grpcio 1.54.0 pypi_0 pypi gym 0.23.1 pypi_0 pypi gym-notices 0.0.8 pypi_0 pypi gymnasium 0.28.1 pypi_0 pypi huggingface-hub 0.11.1 pypi_0 pypi idna 3.4 pypi_0 pypi imageio 2.28.1 pypi_0 pypi imageio-ffmpeg 0.3.0 pypi_0 pypi importlib-metadata 5.2.0 pypi_0 pypi importlib-resources 5.12.0 pypi_0 pypi jax-jumpy 1.0.0 pypi_0 pypi kiwisolver 1.4.4 pypi_0 pypi ld_impl_linux-64 2.40 h12ee557_0 libffi 3.3 he6710b0_2 libgcc-ng 11.2.0 h1234567_1 libgomp 11.2.0 h1234567_1 libstdcxx-ng 11.2.0 h1234567_1 markdown 3.3.7 pypi_0 pypi markupsafe 2.1.2 pypi_0 pypi matplotlib 3.5.3 pypi_0 pypi moviepy 1.0.3 pypi_0 pypi mujoco 2.3.3 pypi_0 pypi ncurses 6.4 h6a678d5_0 numpy 1.24.4 pypi_0 pypi oauthlib 3.2.2 pypi_0 pypi opencv-python 4.7.0.72 pypi_0 pypi openssl 1.1.1w h7f8727e_0 packaging 23.1 pypi_0 pypi pandas 1.3.5 pypi_0 pypi pathtools 0.1.2 pypi_0 pypi pillow 9.5.0 pypi_0 pypi pip 24.2 py38h06a4308_0 proglog 0.1.10 pypi_0 pypi protobuf 3.20.3 pypi_0 pypi psutil 5.9.5 pypi_0 pypi pyasn1 0.5.0 pypi_0 pypi pyasn1-modules 0.3.0 pypi_0 pypi pygame 2.1.0 pypi_0 pypi pygments 2.15.1 pypi_0 pypi pyopengl 3.1.6 pypi_0 pypi pyparsing 3.0.9 pypi_0 pypi python 3.8.3 hcff3b4d_2 python-dateutil 2.8.2 pypi_0 pypi pytz 2023.3 pypi_0 pypi pyyaml 6.0.1 pypi_0 pypi readline 8.2 h5eee18b_0 requests 2.30.0 pypi_0 pypi requests-oauthlib 1.3.1 pypi_0 pypi rich 11.2.0 pypi_0 pypi rsa 4.7.2 pypi_0 pypi sentry-sdk 1.22.2 pypi_0 pypi setproctitle 1.3.2 pypi_0 pypi setuptools 67.7.2 pypi_0 pypi shimmy 1.1.0 pypi_0 pypi shtab 1.6.4 pypi_0 pypi six 1.16.0 pypi_0 pypi smmap 5.0.0 pypi_0 pypi sqlite 3.45.3 h5eee18b_0 stable-baselines3 2.0.0 pypi_0 pypi tenacity 8.2.3 pypi_0 pypi tensorboard 2.11.2 pypi_0 pypi tensorboard-data-server 0.6.1 pypi_0 pypi tensorboard-plugin-wit 1.8.1 pypi_0 pypi tk 8.6.14 h39e8969_0 torch 1.12.1 pypi_0 pypi tqdm 4.65.0 pypi_0 pypi typing 3.7.4.3 pypi_0 pypi typing-extensions 4.5.0 pypi_0 pypi tyro 0.5.10 pypi_0 pypi urllib3 1.26.15 pypi_0 pypi wandb 0.13.11 pypi_0 pypi werkzeug 2.2.3 pypi_0 pypi wheel 0.40.0 pypi_0 pypi xz 5.6.4 h5eee18b_1 zipp 3.15.0 pypi_0 pypi zlib 1.2.13 h5eee18b_1
[/bin/bash] ##############################################
[/bin/bash] ## Start run script
/home/s2989344/.conda/envs/CleanRL/lib/python3.8/site-packages/torch/utils/tensorboard/__init__.py:4: DeprecationWarning: distutils Version classes are deprecated. Use packaging.version instead.
  if not hasattr(tensorboard, "__version__") or LooseVersion(
global_step=51092, episodic_return=[236.]
SPS: 612
global_step=51285, episodic_return=[193.]
global_step=51422, episodic_return=[137.]
global_step=51698, episodic_return=[276.]
global_step=51982, episodic_return=[284.]
global_step=52168, episodic_return=[186.]
global_step=52337, episodic_return=[169.]
global_step=52516, episodic_return=[179.]
global_step=52677, episodic_return=[161.]
global_step=52964, episodic_return=[287.]
global_step=53113, episodic_return=[149.]
SPS: 612
global_step=53466, episodic_return=[353.]
global_step=53663, episodic_return=[197.]
global_step=53823, episodic_return=[160.]
global_step=54034, episodic_return=[211.]
global_step=54192, episodic_return=[158.]
global_step=54692, episodic_return=[500.]
global_step=54836, episodic_return=[144.]
global_step=55062, episodic_return=[226.]
SPS: 612
global_step=55324, episodic_return=[262.]
global_step=55451, episodic_return=[127.]
global_step=55605, episodic_return=[154.]
global_step=55935, episodic_return=[330.]
global_step=56175, episodic_return=[240.]
global_step=56329, episodic_return=[154.]
global_step=56480, episodic_return=[151.]
global_step=56805, episodic_return=[325.]
global_step=57181, episodic_return=[376.]
SPS: 612
global_step=57359, episodic_return=[178.]
global_step=57665, episodic_return=[306.]
global_step=57910, episodic_return=[245.]
global_step=58120, episodic_return=[210.]
global_step=58256, episodic_return=[136.]
global_step=58393, episodic_return=[137.]
global_step=58657, episodic_return=[264.]
global_step=58878, episodic_return=[221.]
global_step=59055, episodic_return=[177.]
global_step=59314, episodic_return=[259.]
SPS: 612
global_step=59581, episodic_return=[267.]
global_step=59927, episodic_return=[346.]
global_step=60075, episodic_return=[148.]
global_step=60307, episodic_return=[232.]
global_step=60489, episodic_return=[182.]
global_step=60683, episodic_return=[194.]
global_step=60951, episodic_return=[268.]
global_step=61134, episodic_return=[183.]
global_step=61314, episodic_return=[180.]
SPS: 612
global_step=61507, episodic_return=[193.]
global_step=61750, episodic_return=[243.]
global_step=61981, episodic_return=[231.]
global_step=62162, episodic_return=[181.]
global_step=62317, episodic_return=[155.]
global_step=62538, episodic_return=[221.]
global_step=62739, episodic_return=[201.]
global_step=62881, episodic_return=[142.]
global_step=63029, episodic_return=[148.]
global_step=63202, episodic_return=[173.]
global_step=63234, episodic_return=[32.]
global_step=63376, episodic_return=[142.]
SPS: 612
global_step=63565, episodic_return=[189.]
global_step=63755, episodic_return=[190.]
global_step=63918, episodic_return=[163.]
global_step=64084, episodic_return=[166.]
global_step=64230, episodic_return=[146.]
global_step=64385, episodic_return=[155.]
global_step=64513, episodic_return=[128.]
global_step=64653, episodic_return=[140.]
global_step=64772, episodic_return=[119.]
global_step=64969, episodic_return=[197.]
global_step=65149, episodic_return=[180.]
global_step=65349, episodic_return=[200.]
SPS: 612
global_step=65559, episodic_return=[210.]
global_step=65756, episodic_return=[197.]
global_step=66065, episodic_return=[309.]
global_step=66195, episodic_return=[130.]
global_step=66381, episodic_return=[186.]
global_step=66596, episodic_return=[215.]
global_step=66749, episodic_return=[153.]
global_step=66938, episodic_return=[189.]
global_step=67089, episodic_return=[151.]
global_step=67339, episodic_return=[250.]
global_step=67461, episodic_return=[122.]
global_step=67576, episodic_return=[115.]
SPS: 612
global_step=67813, episodic_return=[237.]
global_step=68057, episodic_return=[244.]
global_step=68255, episodic_return=[198.]
global_step=68463, episodic_return=[208.]
global_step=68681, episodic_return=[218.]
global_step=68926, episodic_return=[245.]
global_step=69048, episodic_return=[122.]
global_step=69184, episodic_return=[136.]
global_step=69312, episodic_return=[128.]
global_step=69352, episodic_return=[40.]
SPS: 612
global_step=69696, episodic_return=[344.]
global_step=69909, episodic_return=[213.]
global_step=70091, episodic_return=[182.]
global_step=70270, episodic_return=[179.]
global_step=70469, episodic_return=[199.]
global_step=70782, episodic_return=[313.]
global_step=71028, episodic_return=[246.]
global_step=71201, episodic_return=[173.]
global_step=71551, episodic_return=[350.]
SPS: 612
global_step=71696, episodic_return=[145.]
global_step=71813, episodic_return=[117.]
global_step=72036, episodic_return=[223.]
global_step=72173, episodic_return=[137.]
global_step=72349, episodic_return=[176.]
global_step=72500, episodic_return=[151.]
global_step=72597, episodic_return=[97.]
global_step=72741, episodic_return=[144.]
global_step=72889, episodic_return=[148.]
global_step=73091, episodic_return=[202.]
global_step=73327, episodic_return=[236.]
global_step=73638, episodic_return=[311.]
SPS: 612
global_step=74028, episodic_return=[390.]
global_step=74215, episodic_return=[187.]
global_step=74411, episodic_return=[196.]
global_step=74747, episodic_return=[336.]
global_step=74935, episodic_return=[188.]
global_step=75094, episodic_return=[159.]
global_step=75218, episodic_return=[124.]
global_step=75428, episodic_return=[210.]
global_step=75618, episodic_return=[190.]
SPS: 612
global_step=75779, episodic_return=[161.]
global_step=76166, episodic_return=[387.]
global_step=76358, episodic_return=[192.]
global_step=76774, episodic_return=[416.]
global_step=76958, episodic_return=[184.]
global_step=77246, episodic_return=[288.]
global_step=77406, episodic_return=[160.]
global_step=77614, episodic_return=[208.]
SPS: 612
global_step=78114, episodic_return=[500.]
global_step=78407, episodic_return=[293.]
global_step=78699, episodic_return=[292.]
global_step=78992, episodic_return=[293.]
global_step=79101, episodic_return=[109.]
global_step=79188, episodic_return=[87.]
global_step=79446, episodic_return=[258.]
global_step=79631, episodic_return=[185.]
SPS: 612
global_step=80128, episodic_return=[497.]
global_step=80430, episodic_return=[302.]
global_step=80742, episodic_return=[312.]
global_step=81168, episodic_return=[426.]
global_step=81360, episodic_return=[192.]
global_step=81504, episodic_return=[144.]
global_step=81734, episodic_return=[230.]
SPS: 612
global_step=81984, episodic_return=[250.]
global_step=82288, episodic_return=[304.]
global_step=82602, episodic_return=[314.]
global_step=82844, episodic_return=[242.]
global_step=83344, episodic_return=[500.]
global_step=83527, episodic_return=[183.]
global_step=83734, episodic_return=[207.]
SPS: 612
global_step=83979, episodic_return=[245.]
global_step=84253, episodic_return=[274.]
global_step=84587, episodic_return=[334.]
global_step=85024, episodic_return=[437.]
global_step=85271, episodic_return=[247.]
global_step=85763, episodic_return=[492.]
global_step=85879, episodic_return=[116.]
SPS: 612
global_step=86189, episodic_return=[310.]
global_step=86545, episodic_return=[356.]
global_step=86963, episodic_return=[418.]
global_step=87173, episodic_return=[210.]
global_step=87673, episodic_return=[500.]
global_step=87904, episodic_return=[231.]
global_step=88062, episodic_return=[158.]
SPS: 613
global_step=88233, episodic_return=[171.]
global_step=88549, episodic_return=[316.]
global_step=88733, episodic_return=[184.]
global_step=89002, episodic_return=[269.]
global_step=89321, episodic_return=[319.]
global_step=89518, episodic_return=[197.]
global_step=89758, episodic_return=[240.]
global_step=90004, episodic_return=[246.]
SPS: 613
global_step=90212, episodic_return=[208.]
global_step=90387, episodic_return=[175.]
global_step=90762, episodic_return=[375.]
global_step=91035, episodic_return=[273.]
global_step=91267, episodic_return=[232.]
global_step=91650, episodic_return=[383.]
global_step=91874, episodic_return=[224.]
global_step=92093, episodic_return=[219.]
SPS: 613
global_step=92346, episodic_return=[253.]
global_step=92525, episodic_return=[179.]
global_step=92711, episodic_return=[186.]
global_step=92967, episodic_return=[256.]
global_step=93191, episodic_return=[224.]
global_step=93432, episodic_return=[241.]
global_step=93617, episodic_return=[185.]
global_step=93854, episodic_return=[237.]
global_step=94037, episodic_return=[183.]
SPS: 613
global_step=94402, episodic_return=[365.]
global_step=94675, episodic_return=[273.]
global_step=94795, episodic_return=[120.]
global_step=95073, episodic_return=[278.]
global_step=95382, episodic_return=[309.]
global_step=95574, episodic_return=[192.]
global_step=95731, episodic_return=[157.]
global_step=95914, episodic_return=[183.]
global_step=96136, episodic_return=[222.]
SPS: 613
global_step=96500, episodic_return=[364.]
global_step=96735, episodic_return=[235.]
global_step=97059, episodic_return=[324.]
global_step=97277, episodic_return=[218.]
global_step=97777, episodic_return=[500.]
global_step=98065, episodic_return=[288.]
SPS: 613
Using hyperparameter file ./hps/SB3_ppo_defaultdiscrete.yml
[Errno 2] No such file or directory: './CleanRL/results/ppo_CartPole-v1_100000/SB3_ppo_defaultdiscrete'
Using initial folder
[/bin/bash] ## Script finished
[/bin/bash] #### Finished Python test. Have a nice day
