[/bin/bash] 1102721############################################
[/bin/bash] ## Starting Python Python 3.8.3
[/bin/bash] ## Training using algorithm ppo from framework CleanRL
[/bin/bash] ## On environment CartPole-v1 with 100000 timesteps
[/bin/bash] ## This is repetition 1/3
[/bin/bash] ## This is s2989344 on node007 and this job has the ID 3933239
[/bin/bash] ##############################################
[/bin/bash] ## current working directory: /home/s2989344/Documents/MSc/CleanRL
[/bin/bash] ## current python version: Python 3.8.3
[/bin/bash] ## python from path: /home/s2989344/.conda/envs/CleanRL/bin/python
[/bin/bash] ## list of packages: # packages in environment at /home/s2989344/.conda/envs/CleanRL: # # Name Version Build Channel _libgcc_mutex 0.1 main _openmp_mutex 5.1 1_gnu absl-py 1.4.0 pypi_0 pypi ale-py 0.8.1 pypi_0 pypi appdirs 1.4.4 pypi_0 pypi autorom 0.4.2 pypi_0 pypi autorom-accept-rom-license 0.6.1 pypi_0 pypi ca-certificates 2025.2.25 h06a4308_0 cachetools 5.3.0 pypi_0 pypi certifi 2023.5.7 pypi_0 pypi charset-normalizer 3.1.0 pypi_0 pypi click 8.1.3 pypi_0 pypi cloudpickle 2.2.1 pypi_0 pypi colorama 0.4.4 pypi_0 pypi commonmark 0.9.1 pypi_0 pypi cycler 0.11.0 pypi_0 pypi decorator 4.4.2 pypi_0 pypi docker-pycreds 0.4.0 pypi_0 pypi docstring-parser 0.15 pypi_0 pypi farama-notifications 0.0.4 pypi_0 pypi filelock 3.12.0 pypi_0 pypi fonttools 4.38.0 pypi_0 pypi gitdb 4.0.10 pypi_0 pypi gitpython 3.1.31 pypi_0 pypi glfw 1.12.0 pypi_0 pypi google-auth 2.18.0 pypi_0 pypi google-auth-oauthlib 0.4.6 pypi_0 pypi grpcio 1.54.0 pypi_0 pypi gym 0.23.1 pypi_0 pypi gym-notices 0.0.8 pypi_0 pypi gymnasium 0.28.1 pypi_0 pypi huggingface-hub 0.11.1 pypi_0 pypi idna 3.4 pypi_0 pypi imageio 2.28.1 pypi_0 pypi imageio-ffmpeg 0.3.0 pypi_0 pypi importlib-metadata 5.2.0 pypi_0 pypi importlib-resources 5.12.0 pypi_0 pypi jax-jumpy 1.0.0 pypi_0 pypi kiwisolver 1.4.4 pypi_0 pypi ld_impl_linux-64 2.40 h12ee557_0 libffi 3.3 he6710b0_2 libgcc-ng 11.2.0 h1234567_1 libgomp 11.2.0 h1234567_1 libstdcxx-ng 11.2.0 h1234567_1 markdown 3.3.7 pypi_0 pypi markupsafe 2.1.2 pypi_0 pypi matplotlib 3.5.3 pypi_0 pypi moviepy 1.0.3 pypi_0 pypi mujoco 2.3.3 pypi_0 pypi ncurses 6.4 h6a678d5_0 numpy 1.24.4 pypi_0 pypi oauthlib 3.2.2 pypi_0 pypi opencv-python 4.7.0.72 pypi_0 pypi openssl 1.1.1w h7f8727e_0 packaging 23.1 pypi_0 pypi pandas 1.3.5 pypi_0 pypi pathtools 0.1.2 pypi_0 pypi pillow 9.5.0 pypi_0 pypi pip 24.2 py38h06a4308_0 proglog 0.1.10 pypi_0 pypi protobuf 3.20.3 pypi_0 pypi psutil 5.9.5 pypi_0 pypi pyasn1 0.5.0 pypi_0 pypi pyasn1-modules 0.3.0 pypi_0 pypi pygame 2.1.0 pypi_0 pypi pygments 2.15.1 pypi_0 pypi pyopengl 3.1.6 pypi_0 pypi pyparsing 3.0.9 pypi_0 pypi python 3.8.3 hcff3b4d_2 python-dateutil 2.8.2 pypi_0 pypi pytz 2023.3 pypi_0 pypi pyyaml 6.0.1 pypi_0 pypi readline 8.2 h5eee18b_0 requests 2.30.0 pypi_0 pypi requests-oauthlib 1.3.1 pypi_0 pypi rich 11.2.0 pypi_0 pypi rsa 4.7.2 pypi_0 pypi sentry-sdk 1.22.2 pypi_0 pypi setproctitle 1.3.2 pypi_0 pypi setuptools 67.7.2 pypi_0 pypi shimmy 1.1.0 pypi_0 pypi shtab 1.6.4 pypi_0 pypi six 1.16.0 pypi_0 pypi smmap 5.0.0 pypi_0 pypi sqlite 3.45.3 h5eee18b_0 stable-baselines3 2.0.0 pypi_0 pypi tenacity 8.2.3 pypi_0 pypi tensorboard 2.11.2 pypi_0 pypi tensorboard-data-server 0.6.1 pypi_0 pypi tensorboard-plugin-wit 1.8.1 pypi_0 pypi tk 8.6.14 h39e8969_0 torch 1.12.1 pypi_0 pypi tqdm 4.65.0 pypi_0 pypi typing 3.7.4.3 pypi_0 pypi typing-extensions 4.5.0 pypi_0 pypi tyro 0.5.10 pypi_0 pypi urllib3 1.26.15 pypi_0 pypi wandb 0.13.11 pypi_0 pypi werkzeug 2.2.3 pypi_0 pypi wheel 0.40.0 pypi_0 pypi xz 5.6.4 h5eee18b_1 zipp 3.15.0 pypi_0 pypi zlib 1.2.13 h5eee18b_1
[/bin/bash] ##############################################
[/bin/bash] ## Start run script
/home/s2989344/.conda/envs/CleanRL/lib/python3.8/site-packages/torch/utils/tensorboard/__init__.py:4: DeprecationWarning: distutils Version classes are deprecated. Use packaging.version instead.
  if not hasattr(tensorboard, "__version__") or LooseVersion(
global_step=49354, episodic_return=[65.]
global_step=49644, episodic_return=[290.]
global_step=49899, episodic_return=[255.]
global_step=50056, episodic_return=[157.]
global_step=50467, episodic_return=[411.]
global_step=50889, episodic_return=[422.]
SPS: 610
global_step=51231, episodic_return=[342.]
global_step=51501, episodic_return=[270.]
global_step=51785, episodic_return=[284.]
global_step=51970, episodic_return=[185.]
global_step=52152, episodic_return=[182.]
global_step=52321, episodic_return=[169.]
global_step=52526, episodic_return=[205.]
global_step=52783, episodic_return=[257.]
global_step=53025, episodic_return=[242.]
SPS: 610
global_step=53249, episodic_return=[224.]
global_step=53399, episodic_return=[150.]
global_step=53539, episodic_return=[140.]
global_step=53787, episodic_return=[248.]
global_step=53977, episodic_return=[190.]
global_step=54112, episodic_return=[135.]
global_step=54322, episodic_return=[210.]
global_step=54533, episodic_return=[211.]
global_step=54720, episodic_return=[187.]
global_step=55000, episodic_return=[280.]
global_step=55112, episodic_return=[112.]
SPS: 610
global_step=55371, episodic_return=[259.]
global_step=55522, episodic_return=[151.]
global_step=55825, episodic_return=[303.]
global_step=56021, episodic_return=[196.]
global_step=56201, episodic_return=[180.]
global_step=56397, episodic_return=[196.]
global_step=56538, episodic_return=[141.]
global_step=56751, episodic_return=[213.]
global_step=56879, episodic_return=[128.]
global_step=57026, episodic_return=[147.]
global_step=57183, episodic_return=[157.]
SPS: 611
global_step=57459, episodic_return=[276.]
global_step=57679, episodic_return=[220.]
global_step=57814, episodic_return=[135.]
global_step=58029, episodic_return=[215.]
global_step=58230, episodic_return=[201.]
global_step=58434, episodic_return=[204.]
global_step=58614, episodic_return=[180.]
global_step=58739, episodic_return=[125.]
global_step=58941, episodic_return=[202.]
global_step=59080, episodic_return=[139.]
SPS: 611
global_step=59543, episodic_return=[463.]
global_step=59877, episodic_return=[334.]
global_step=60119, episodic_return=[242.]
global_step=60347, episodic_return=[228.]
global_step=60469, episodic_return=[122.]
global_step=60677, episodic_return=[208.]
global_step=61177, episodic_return=[500.]
global_step=61416, episodic_return=[239.]
SPS: 610
global_step=61679, episodic_return=[263.]
global_step=61896, episodic_return=[217.]
global_step=62091, episodic_return=[195.]
global_step=62232, episodic_return=[141.]
global_step=62491, episodic_return=[259.]
global_step=62840, episodic_return=[349.]
global_step=63105, episodic_return=[265.]
global_step=63231, episodic_return=[126.]
global_step=63397, episodic_return=[166.]
SPS: 610
global_step=63675, episodic_return=[278.]
global_step=63843, episodic_return=[168.]
global_step=64096, episodic_return=[253.]
global_step=64214, episodic_return=[118.]
global_step=64411, episodic_return=[197.]
global_step=64626, episodic_return=[215.]
global_step=64841, episodic_return=[215.]
global_step=65057, episodic_return=[216.]
global_step=65267, episodic_return=[210.]
global_step=65431, episodic_return=[164.]
SPS: 611
global_step=65651, episodic_return=[220.]
global_step=65895, episodic_return=[244.]
global_step=66085, episodic_return=[190.]
global_step=66298, episodic_return=[213.]
global_step=66549, episodic_return=[251.]
global_step=66800, episodic_return=[251.]
global_step=67014, episodic_return=[214.]
global_step=67230, episodic_return=[216.]
global_step=67505, episodic_return=[275.]
SPS: 611
global_step=67742, episodic_return=[237.]
global_step=68118, episodic_return=[376.]
global_step=68326, episodic_return=[208.]
global_step=68532, episodic_return=[206.]
global_step=68735, episodic_return=[203.]
global_step=68956, episodic_return=[221.]
global_step=69137, episodic_return=[181.]
global_step=69397, episodic_return=[260.]
global_step=69547, episodic_return=[150.]
SPS: 611
global_step=69829, episodic_return=[282.]
global_step=70000, episodic_return=[171.]
global_step=70233, episodic_return=[233.]
global_step=70417, episodic_return=[184.]
global_step=70679, episodic_return=[262.]
global_step=70964, episodic_return=[285.]
global_step=71277, episodic_return=[313.]
global_step=71530, episodic_return=[253.]
SPS: 611
global_step=71802, episodic_return=[272.]
global_step=72101, episodic_return=[299.]
global_step=72434, episodic_return=[333.]
global_step=72675, episodic_return=[241.]
global_step=72900, episodic_return=[225.]
global_step=73163, episodic_return=[263.]
global_step=73416, episodic_return=[253.]
global_step=73635, episodic_return=[219.]
SPS: 611
global_step=73826, episodic_return=[191.]
global_step=74064, episodic_return=[238.]
global_step=74564, episodic_return=[500.]
global_step=74766, episodic_return=[202.]
global_step=74991, episodic_return=[225.]
global_step=75402, episodic_return=[411.]
global_step=75581, episodic_return=[179.]
SPS: 612
global_step=75826, episodic_return=[245.]
global_step=76020, episodic_return=[194.]
global_step=76229, episodic_return=[209.]
global_step=76495, episodic_return=[266.]
global_step=76995, episodic_return=[500.]
global_step=77201, episodic_return=[206.]
global_step=77410, episodic_return=[209.]
global_step=77603, episodic_return=[193.]
SPS: 612
global_step=78081, episodic_return=[478.]
global_step=78272, episodic_return=[191.]
global_step=78569, episodic_return=[297.]
global_step=78795, episodic_return=[226.]
global_step=79233, episodic_return=[438.]
global_step=79563, episodic_return=[330.]
SPS: 612
global_step=80019, episodic_return=[456.]
global_step=80302, episodic_return=[283.]
global_step=80630, episodic_return=[328.]
global_step=80878, episodic_return=[248.]
global_step=81138, episodic_return=[260.]
global_step=81455, episodic_return=[317.]
global_step=81686, episodic_return=[231.]
SPS: 612
global_step=81939, episodic_return=[253.]
global_step=82153, episodic_return=[214.]
global_step=82358, episodic_return=[205.]
global_step=82535, episodic_return=[177.]
global_step=83035, episodic_return=[500.]
global_step=83325, episodic_return=[290.]
global_step=83464, episodic_return=[139.]
global_step=83682, episodic_return=[218.]
global_step=83869, episodic_return=[187.]
SPS: 612
global_step=84171, episodic_return=[302.]
global_step=84322, episodic_return=[151.]
global_step=84822, episodic_return=[500.]
global_step=85242, episodic_return=[420.]
global_step=85475, episodic_return=[233.]
global_step=85750, episodic_return=[275.]
SPS: 613
global_step=86148, episodic_return=[398.]
global_step=86353, episodic_return=[205.]
global_step=86528, episodic_return=[175.]
global_step=86843, episodic_return=[315.]
global_step=87079, episodic_return=[236.]
global_step=87309, episodic_return=[230.]
global_step=87476, episodic_return=[167.]
global_step=87807, episodic_return=[331.]
global_step=87982, episodic_return=[175.]
SPS: 613
global_step=88148, episodic_return=[166.]
global_step=88337, episodic_return=[189.]
global_step=88519, episodic_return=[182.]
global_step=88745, episodic_return=[226.]
global_step=88962, episodic_return=[217.]
global_step=89462, episodic_return=[500.]
global_step=89762, episodic_return=[300.]
global_step=90058, episodic_return=[296.]
SPS: 613
global_step=90558, episodic_return=[500.]
global_step=90699, episodic_return=[141.]
global_step=90959, episodic_return=[260.]
global_step=91325, episodic_return=[366.]
global_step=91638, episodic_return=[313.]
global_step=91866, episodic_return=[228.]
SPS: 613
global_step=92196, episodic_return=[330.]
global_step=92625, episodic_return=[429.]
global_step=92926, episodic_return=[301.]
global_step=93360, episodic_return=[434.]
global_step=93558, episodic_return=[198.]
global_step=93741, episodic_return=[183.]
global_step=93959, episodic_return=[218.]
SPS: 613
global_step=94245, episodic_return=[286.]
global_step=94451, episodic_return=[206.]
global_step=94716, episodic_return=[265.]
global_step=94998, episodic_return=[282.]
global_step=95175, episodic_return=[177.]
global_step=95612, episodic_return=[437.]
global_step=95889, episodic_return=[277.]
SPS: 613
global_step=96321, episodic_return=[432.]
global_step=96617, episodic_return=[296.]
global_step=96762, episodic_return=[145.]
global_step=97262, episodic_return=[500.]
global_step=97759, episodic_return=[497.]
global_step=98029, episodic_return=[270.]
global_step=98289, episodic_return=[260.]
SPS: 613
Using hyperparameter file ./hps/SB3_ppo_defaultdiscrete.yml
[Errno 2] No such file or directory: './CleanRL/results/ppo_CartPole-v1_100000/SB3_ppo_defaultdiscrete'
Using initial folder
[/bin/bash] ## Script finished
[/bin/bash] #### Finished Python test. Have a nice day
